Iter	LnL	TL	Alpha
4600	-4529.58709901562	3.528740240285817	1.169361739102254
4700	-4528.9720971493825	3.5716509548635935	1.169361739102254
4800	-4537.489698964507	3.879041194310086	1.2285926111945982
4900	-4536.190362905077	3.8613316509316693	1.2285926111945982
5000	-4527.020486944099	3.8647130128521585	1.2285926111945982
5100	-4531.144028456498	4.178185400715214	1.2285926111945982
5200	-4536.725801737716	3.6626230828967565	1.2285926111945982
5300	-4527.583977753387	3.863306396389285	1.2271216823975548
5400	-4528.398412015557	3.8255590359078	1.2271216823975548
5500	-4532.076515139621	3.99402224373475	1.2271216823975548
5600	-4537.342057407262	3.8673446020961233	1.2271216823975548
5700	-4529.3973351985	3.8275164136188695	0.9673208457437067
5800	-4534.449586279166	3.844520697782769	0.9743871012997979
5900	-4529.909975510372	3.9300555111176982	1.2190400289730767
6000	-4530.577293019149	3.9041176646641294	1.2190400289730767
6100	-4532.0035095650055	3.9766652788885093	1.2320899309333784
6200	-4529.325446613435	3.9007763886928433	1.2320899309333784
6300	-4529.470110879523	3.844111596929703	0.941720033414858
6400	-4536.6690727836785	3.788647937181833	1.2042763461462387
6500	-4534.944667572541	3.670809046506213	1.2042763461462387
6600	-4524.176089764596	4.030798306964428	1.2042763461462387
6700	-4527.566679951409	3.7861189187832522	1.2042763461462387
6800	-4527.396561290234	3.793348059318384	1.2042763461462387
6900	-4526.255384650216	3.916350942182242	1.2119513201906222
7000	-4525.1711955138335	3.92007328392074	1.207173822463359
7100	-4524.526087063612	3.6717030020638575	0.992936915576978
7200	-4533.739572148814	3.2430319415611444	1.0204511298312515
7300	-4536.774726115134	3.353583390468633	1.0204511298312515
7400	-4535.750140689723	3.592816990345023	1.0204511298312515
7500	-4529.761620077519	3.366433296682275	1.0204511298312515
7600	-4530.675722564352	3.359296588599284	1.0692720440588896
7700	-4530.903387222505	3.5027365171185147	1.0692720440588896
7800	-4531.8098783016285	3.409220258658113	1.1760891310792752
7900	-4528.170270433458	3.359441656558424	1.1719880860567893
8000	-4531.820379076593	3.219825465221221	1.1656461455400378
8100	-4534.204373777357	3.2597766246718645	1.2023490750076324
8200	-4526.945335659278	3.45154142533029	1.0200708865253771
8300	-4531.394870943295	3.235153066253359	1.0200708865253771
8400	-4526.889719452428	3.3180617462382216	1.0200708865253771
8500	-4526.202308422262	3.338533291658709	1.0200708865253771
8600	-4524.564390317986	3.2924167820499313	1.0200708865253771
8700	-4528.66347704062	3.484144117720936	1.0169155446562599
8800	-4536.531227667434	3.4209824282882746	1.011713414440565
8900	-4542.3884054255905	3.168057516717227	1.011713414440565
9000	-4541.3540994745945	3.1359451554686455	1.011713414440565
9100	-4538.204010129215	3.1736958061162137	1.011713414440565
9200	-4538.10252427318	3.471877697360529	1.011713414440565
9300	-4538.9080146921715	3.6441200687656083	1.0061054913429917
9400	-4536.600810379309	3.4687633605646604	1.0061054913429917
9500	-4534.562622267749	3.2030485494559913	1.0276308851969538
9600	-4531.305865815799	3.2595958114771095	1.0276308851969538
9700	-4531.173319475674	3.322238117552868	1.0276308851969538
9800	-4530.121825638153	3.45051043359521	1.0276308851969538
9900	-4535.913912647315	3.4073207989259235	1.0276308851969538
10000	-4536.943669142511	3.48608765820526	0.9871882683963578
10100	-4541.542070442613	3.8687960167166557	0.9541370978671773
10200	-4542.361124187335	4.085515454905584	0.9529617828237378
10300	-4548.408412861436	4.268641423410173	0.9224442053992625
10400	-4545.600404405126	4.181058533001313	1.0005429710396014
10500	-4554.947087436873	3.850907206850265	1.2217809005636866
10600	-4553.578266885502	3.68563842268539	1.2217809005636866
10700	-4547.1889640633835	3.7252448347229166	1.0100222743385272
10800	-4541.448959922038	3.6408431859739965	1.0100222743385272
10900	-4538.274558078433	3.8825119444218985	1.028054316084145
11000	-4538.265548844778	3.718855466429092	0.9951048787673881
11100	-4538.420999605089	3.6344521456051453	1.00040452697193
11200	-4538.957872979991	3.676919092085535	1.00040452697193
11300	-4535.519676809272	3.825439008232079	0.979644177993809
11400	-4535.451097843878	3.6586948428648003	0.979644177993809
11500	-4541.223679875876	3.6793378153052494	1.0183410250043288
11600	-4537.865426199678	3.6370756572654677	1.0183410250043288
11700	-4537.457490745259	3.6079053493047146	0.9693503978739859
11800	-4535.379461955818	3.804052142662482	0.9693503978739859
11900	-4536.745230384561	3.474311376753499	0.9693503978739859
12000	-4534.63543112616	3.438208276677658	1.0008640092219947
12100	-4538.3491102764765	3.6191350920306338	0.9975461602141253
12200	-4536.064859363109	3.8088973444500462	0.9975461602141253
12300	-4540.487329363965	3.822591458320958	0.9848417589770845
12400	-4539.310176653644	3.7157724326796293	0.9848417589770845
12500	-4541.801845868809	3.4178802734401663	0.9848417589770845
12600	-4535.924713546948	3.640193653033484	0.9848417589770845
12700	-4535.111378726975	3.517637315926054	0.9911960483296027
12800	-4531.318063724564	3.5788594785820753	0.9911960483296027
12900	-4529.998477539482	3.813594007471366	0.9515812092303909
13000	-4539.672647183708	3.8504165650517663	1.0483516732732205
13100	-4541.474651525237	3.8238531302246836	0.940699330520247
13200	-4528.5566295494045	3.972055091873291	0.940699330520247
13300	-4532.833380271602	3.7685862572727302	1.2363127537105072
13400	-4538.338646175554	3.931650095340208	1.2007797451608442
13500	-4538.330033243885	3.8044241641814565	1.2007797451608442
13600	-4535.563464653286	3.5731218640739697	1.0317176968088733
13700	-4538.455791203633	3.632319065667783	1.0317176968088733
13800	-4537.855965545452	3.524370064601158	1.0319122359146362
13900	-4540.308392408506	3.268701237227161	1.0350567229119465
14000	-4536.64905713292	3.6032562465946922	1.0350567229119465
14100	-4534.45688958584	3.7181286258669126	1.2045310158914557
14200	-4529.598935622483	3.5319073482788683	0.9838245035155021
14300	-4526.792852025852	3.483374061497513	0.9838245035155021
14400	-4526.88308320125	3.5857118157656016	0.9838245035155021
14500	-4528.158653681811	3.7569051847924246	0.9838245035155021
14600	-4530.766176716228	3.767303294784899	0.9838245035155021
14700	-4527.900910437998	3.722517049590847	0.9838245035155021
14800	-4524.757106542536	3.6722755877830195	0.9838245035155021
14900	-4526.437802387451	3.6171886338649775	0.9838245035155021
15000	-4527.001390122029	3.698765953992342	0.9838245035155021
15100	-4525.806698699531	3.9054363803293817	0.9838245035155021
15200	-4527.357561893632	3.71972193176799	0.9838245035155021
15300	-4525.462382826777	3.667037078055302	1.2342646168459717
15400	-4525.655689809025	3.4180487006383307	1.0112129439767823
15500	-4528.909153062345	3.4811674775932766	1.0112129439767823
15600	-4522.7457989799395	3.598544858971252	1.0112129439767823
15700	-4524.492195070658	3.6774390668125636	0.9730598442653805
15800	-4531.634452325349	3.7089342967967327	0.9751837519313381
15900	-4534.899967116213	3.583286286749226	0.9751837519313381
16000	-4529.833143447211	3.802036217278127	1.0497894983382263
16100	-4527.411259029359	4.011310688653344	0.9892608680628752
16200	-4533.0968053112065	3.855101459802838	1.2198472942073575
16300	-4534.342866765087	3.738921390580617	0.9740225735279879
16400	-4541.488018493626	3.6281506422229515	0.9864222243223192
16500	-4542.978180220545	3.557064898428972	1.0227383661633156
16600	-4532.621529949336	3.6451399830715863	0.9751484475931951
16700	-4528.920089539951	3.8255838563522406	0.9751484475931951
16800	-4539.743068449182	3.7264142932207784	1.2265776842129874
16900	-4541.196279055674	3.2677368450671826	0.9870296011964926
17000	-4537.816304697427	3.2261876610599507	1.2169008094457368
17100	-4533.015318376694	3.527030264481022	1.1932781489053175
17200	-4531.121712009508	3.780207707289827	1.0041069945040804
17300	-4529.721493789074	3.7719964925609304	1.0041069945040804
17400	-4531.554173133312	3.8557176669717803	1.0041069945040804
17500	-4529.232563837284	3.557892900541309	1.0041069945040804
17600	-4522.628760737324	3.6390751500539746	0.9976244858782465
17700	-4523.849555159447	3.678359908216441	0.9976244858782465
17800	-4528.886303241692	3.499304443568872	0.9819066303016545
17900	-4536.906660536106	3.655508065995275	0.9819066303016545
18000	-4536.933393585285	3.436336441489118	0.9819066303016545
18100	-4537.571657248574	3.748338417505372	0.9819066303016545
18200	-4535.663769288585	3.488277254842849	0.9819066303016545
18300	-4536.256583873493	3.786906143437644	0.9819066303016545
18400	-4530.91439418657	3.8328676574341114	0.9938691228240578
18500	-4533.362091317086	3.7129007377215792	0.9938691228240578
18600	-4528.372527870935	3.840050634789051	0.9938691228240578
18700	-4529.365182481857	3.6916669790932857	1.2260664312643625
18800	-4526.038816558992	3.8699009694681425	0.9838956369202881
18900	-4528.043377226833	3.839309002425854	0.9838956369202881
19000	-4525.039818065054	4.0234153676600055	0.9494756455467549
19100	-4520.39863719591	3.9497040911779417	1.23128395247376
19200	-4528.041021729672	3.8915959453578015	1.23128395247376
19300	-4535.430734394589	3.743322093882209	1.23128395247376
19400	-4540.629147070727	3.919746561552848	1.0060878639711852
19500	-4541.159035490013	3.7408243329142237	0.983088003498105
19600	-4532.377610710002	3.5618538006941316	0.983088003498105
19700	-4531.129944806745	3.7460344579114757	1.194033268130461
19800	-4526.952031943043	3.629598630892541	1.194033268130461
19900	-4529.161716575956	3.754676820413433	0.9934266879638352
20000	-4525.984267985681	3.926810123445706	1.221774542761604
20100	-4528.813486626315	3.8247091791696297	1.221774542761604
20200	-4523.9172325260515	3.8086501173221534	1.221774542761604
20300	-4522.2761340043535	3.662814511674594	0.9725245746240926
20400	-4525.847648338182	3.473311495994676	1.0261200552825016
20500	-4526.534261694331	3.3784634381418837	1.0261200552825016
20600	-4525.767183034009	3.558779797653488	0.9995905739915031
20700	-4524.935962124566	3.439385077282307	0.9995905739915031
20800	-4522.720153689083	3.473764347039242	0.9995905739915031
20900	-4522.007644205833	3.727461476151633	0.9995905739915031
21000	-4526.057432725099	3.6487838025482953	0.9995905739915031
21100	-4522.4983409871265	3.7025816477644775	0.9995905739915031
21200	-4523.313223583612	4.1836461681981065	1.2424687005496688
21300	-4530.957523629946	3.9182089314526394	1.0029436258502733
21400	-4528.23326346292	3.754021459120835	1.0029436258502733
21500	-4529.751064772074	3.868734751710701	1.0029436258502733
21600	-4531.076452645759	3.8200332518314597	1.0029436258502733
21700	-4538.545160533788	3.7022104057200647	0.9792816978022367
21800	-4539.14646252696	3.9112221883639036	0.9792816978022367
21900	-4529.886257877302	3.7745429105953074	0.9814973015520467
22000	-4528.670530118503	3.988792310080206	0.9838795306289558
22100	-4530.965777210927	3.9837242619730424	0.9838795306289558
22200	-4523.26196111701	4.253567442020552	0.9838795306289558
22300	-4529.809781029727	4.182441525539357	0.9724484711628703
22400	-4531.169754322343	4.188695363296874	0.9927247074923964
22500	-4529.542275163814	4.282725470153586	0.9927247074923964
22600	-4534.190697732255	4.2654269746170845	1.2311891129515087
22700	-4529.660877085036	4.418010186708212	1.2311891129515087
22800	-4568.843091021996	4.128737649715727	0.9937389597832399
22900	-4546.7476806175155	3.717253768192415	0.9937389597832399
23000	-4542.433000585941	3.6263671279046883	0.9937389597832399
23100	-4540.1473013269315	3.5450362800298616	1.2198820014021379
23200	-4532.219923972274	3.324544194000154	1.0538112402465867
23300	-4536.382959118788	3.3106628403604814	1.0209515181628155
23400	-4538.597138160603	3.3737871133881328	1.0212952278808858
23500	-4529.710461384562	3.370010764610462	1.0212952278808858
23600	-4526.760268124365	3.643171968382118	1.0212952278808858
23700	-4533.540897023906	3.550842553883256	1.0121622408648894
23800	-4529.138137679578	3.6794307832148108	0.9998527647247504
23900	-4530.669744303954	3.8013289370192167	1.2016827693146213
24000	-4533.293837795333	3.7387871180128722	1.0027472361028404
24100	-4530.956575982473	3.6680249955387296	1.0027472361028404
24200	-4534.2924843638675	3.8374668336601974	0.9798973918723625
24300	-4533.771995790893	3.756706049323288	0.9798973918723625
24400	-4527.856787015362	3.672362539782403	1.040939191881861
24500	-4528.98982428586	3.641750233650376	1.040455886792852
24600	-4527.032610827527	3.604297754059213	1.040455886792852
24700	-4529.243274191278	3.5482016132139966	0.9807675930918065
24800	-4531.134218636144	3.554808027712333	0.9807675930918065
24900	-4529.781025885088	3.649190836703885	0.9807675930918065
25000	-4532.017311286694	3.8825453289931677	0.9553923023178785
25100	-4529.739883645625	3.953310118077159	0.9855692748371239
25200	-4530.5907961957755	3.863607738074561	0.9855692748371239
25300	-4533.536064069018	3.5321224654731416	0.9855692748371239
25400	-4532.336484998693	3.648969895846076	0.9855692748371239
25500	-4529.994296205021	3.757327264338534	0.9855692748371239
25600	-4533.789581618229	3.764802558417848	0.9398150380758468
25700	-4528.3717825061785	3.786677228924935	0.9534314465199302
25800	-4528.41090564184	3.9807369174065483	0.9534314465199302
25900	-4530.726114924053	3.4173394585279997	0.9503814974630477
26000	-4529.069523876336	3.6249806563791305	1.2266652723400617
26100	-4530.201691555663	3.3558386985819633	1.1717417974427546
26200	-4527.412533031755	3.762890051641695	1.2287267726936086
26300	-4529.424448998835	3.9729443182861983	1.2287267726936086
26400	-4528.201865064556	4.1134200154385185	1.2287267726936086
26500	-4531.185320219675	4.132700558381944	1.2287267726936086
26600	-4530.51710832119	4.081169815587694	0.9759862745749129
26700	-4531.274276201717	4.0597641518111205	1.2356912308291867
26800	-4527.87658802947	4.212788590871066	1.2356912308291867
26900	-4524.463118792165	3.922773770393898	1.210528534467816
27000	-4522.11663827423	3.8994237351315815	1.2202164227666903
27100	-4521.063061894037	3.882733494276091	1.2202164227666903
27200	-4529.218332286788	3.8823975201403726	1.2202164227666903
27300	-4530.45905476724	3.744415761478253	1.0534326434027128
27400	-4531.349264068776	3.963667405107555	1.225906408206564
27500	-4529.547151006849	3.7937744386122394	1.225906408206564
27600	-4530.080393596076	3.5833647343461625	1.007548755174814
27700	-4535.078915294564	3.8126268580397658	0.9736775261877559
27800	-4531.414109573897	3.8290259756034297	0.9736775261877559
27900	-4526.605554569669	3.5779015930366485	0.9649282623531917
28000	-4532.079260786738	3.7277694733876654	0.9649282623531917
28100	-4532.292508029042	3.725736384533371	0.9649282623531917
28200	-4533.611304333652	3.70431397588223	1.0430949572512054
28300	-4533.916610827566	3.722334765846691	1.0515013875534185
28400	-4536.391288880308	3.724404829837631	1.017754122782885
28500	-4530.988868340654	3.710499925339046	1.2212435824538868
28600	-4526.0089834108485	3.7072342164044354	0.9973483471034308
28700	-4529.35141283683	3.6146117401277786	1.0077715700848182
28800	-4534.341287839075	3.704491272549374	1.0077715700848182
28900	-4535.293870153588	3.6444624723595234	1.0077715700848182
29000	-4534.378376155985	3.443330003337851	1.0077715700848182
29100	-4527.415733013822	3.433276292400805	1.0077715700848182
29200	-4535.5296775531915	3.4686224488000454	1.2234793666196713
29300	-4527.236338153381	3.637935950017752	1.025553318018613
29400	-4524.649978353554	3.7861586857897174	1.249369109344185
29500	-4524.991960921226	3.862836046768567	1.249369109344185
29600	-4525.281422760529	4.014163671492062	0.931116405241447
29700	-4525.129900402771	3.5550694449018065	1.2004909356407585
29800	-4531.2264569444615	3.564582654601934	1.0023915046605458
29900	-4528.272166837283	3.5493213537090753	1.0023915046605458
30000	-4531.408202359522	3.6675524256889895	0.9583608873025605
30100	-4533.191225642069	3.5979571890469133	1.0716572783482365
30200	-4529.387036801831	3.5324641863470694	1.1950699652650165
30300	-4531.583837650591	3.324282474793289	1.1950699652650165
30400	-4533.76760046623	3.4949307258534046	1.2104663337789596
30500	-4531.1427936635155	3.3680093215319333	1.0191853514284432
30600	-4522.9445406736595	3.449007399161081	0.9653592187780312
30700	-4528.474279389269	3.5658186730762287	0.9653592187780312
30800	-4528.137452692496	3.667546987254861	1.2185562428815417
30900	-4528.262402479395	3.7181747946410315	1.1949997785882864
31000	-4528.745547118696	3.8384365307969768	0.94405694726249
31100	-4532.436658410101	3.756366468670167	0.94405694726249
31200	-4527.055078773129	3.9986499598708645	0.94405694726249
31300	-4528.619841444404	3.922079417078939	0.94405694726249
31400	-4532.535963340733	3.92123196454686	0.9935585362486734
31500	-4525.091871973633	3.908270499380048	0.9903834291160338
31600	-4523.739674989484	3.661709327171505	0.9903834291160338
31700	-4527.158541029668	3.885245266478644	0.9432203639627321
31800	-4522.6770038331215	3.8649930813270545	0.9369774599784195
31900	-4524.9323602560635	3.9431481082885065	1.2851086606841842
32000	-4529.88751240652	3.9889097738791293	1.2851086606841842
32100	-4524.605145725189	4.3898176088848615	1.290395763804281
32200	-4534.466238459969	4.205575097383207	1.290395763804281
32300	-4530.603283849901	4.198804109838101	1.246305374604241
32400	-4529.165018354664	3.9639994225114226	1.246305374604241
32500	-4529.093588925391	3.958750700488695	0.9279438275161015
32600	-4527.976838542529	3.9285021043267796	0.9450202904058451
32700	-4521.497224286406	3.9928875098585355	0.9450202904058451
32800	-4529.52685929192	3.961956725608931	0.9450202904058451
32900	-4531.914805897335	3.97025459097113	0.9450202904058451
33000	-4526.486956952937	3.7986644798294487	0.9485937630138187
33100	-4522.89498206498	3.7770496344861235	0.9982997457532351
33200	-4522.316608982481	3.7102163419349248	1.253668309487046
33300	-4528.128264626846	3.923834372667886	1.253668309487046
33400	-4531.641912587524	3.865266778864067	1.2173838995325112
33500	-4528.611217137994	3.8244085308871463	1.2173838995325112
33600	-4548.95696735102	4.0413420428591325	1.2173838995325112
33700	-4546.337203467066	4.179411531203134	1.2958260039997713
33800	-4534.079784897722	4.010677694060212	0.95483919048309
33900	-4529.865200000879	3.8217076567453065	1.2119271940326817
34000	-4531.86132961632	3.8392470691739895	1.2483788814594838
34100	-4534.499526913262	3.729584314630823	1.2483788814594838
34200	-4531.007791615433	4.03371116913648	0.9925152742016109
34300	-4530.063380207159	4.274283569829888	0.9362608032959973
34400	-4526.358500016583	4.428619512080814	0.9484434724124148
34500	-4529.261574034783	4.503184522817938	0.9484434724124148
34600	-4524.703354338793	4.465430005955389	0.9484434724124148
34700	-4528.386548823659	4.46671270500274	0.9484434724124148
34800	-4533.026616162804	4.413637449121255	0.9526692389187521
34900	-4527.006130108209	4.435253337641712	0.9526692389187521
35000	-4533.650942565835	4.622019032236519	1.2267466102876505
35100	-4536.301562066869	4.767032376972823	0.9523795443687953
35200	-4532.872571742829	4.432605394690029	0.9763362953420704
35300	-4532.905888969553	4.427749349523856	0.9763362953420704
35400	-4537.922921256823	4.074893110417812	0.9763362953420704
35500	-4531.732314609118	4.094877153362116	0.9763362953420704
35600	-4539.551745019951	4.206230190300859	0.967495346051681
35700	-4529.364309306975	4.499896288764497	0.955024673991421
35800	-4529.326344317052	4.360566944766252	0.955024673991421
35900	-4528.235308966452	4.551547693707591	0.955024673991421
36000	-4529.034430767963	4.419441653213916	0.955024673991421
36100	-4538.365576873096	3.9660582850200696	0.955024673991421
36200	-4536.20456432239	3.776479754063657	0.955024673991421
36300	-4543.077397933388	3.939392895173145	0.9709435138855355
36400	-4536.3460000606665	4.097428549331986	0.9709435138855355
36500	-4534.668072642952	4.0350603591999485	0.9930338040425748
36600	-4536.564070520419	3.8504781042189435	0.9398551211963411
36700	-4528.056930915958	3.8106995869321274	0.9641120302175655
36800	-4534.512213024696	3.694002417653777	0.9641120302175655
36900	-4529.263911789167	3.9257921949214034	0.9641120302175655
37000	-4533.650340494545	3.959139155619657	1.0020087642517996
37100	-4532.508732775286	3.943639246051156	0.9348857106099426
37200	-4529.609936587315	4.159425421814963	0.9348857106099426
37300	-4538.108806166509	4.247246402209595	0.9348857106099426
37400	-4537.892314206558	4.392295275610019	0.9348857106099426
37500	-4531.377190237549	4.36851062796044	0.9348857106099426
37600	-4535.714582194712	4.410484456045904	0.9348857106099426
37700	-4527.782143923787	4.418839650874836	0.928781844050701
37800	-4531.711929539188	4.1266725615890145	0.928781844050701
37900	-4528.728576145388	4.178110554489214	0.9534648714554738
38000	-4528.102025728133	4.3655021623112935	0.920355329036453
38100	-4520.8210284268935	4.335046500809664	0.920355329036453
38200	-4523.761062649064	4.2992286871346295	0.920355329036453
38300	-4526.144243456688	4.165696737825106	0.9643096438031116
38400	-4528.397471143571	4.086507787200827	0.991781722149568
38500	-4528.917949240429	3.8280951181809484	0.9829692383704579
38600	-4530.000096713963	3.670000188010131	0.9829692383704579
38700	-4541.234249851679	3.8391688611533024	0.9829692383704579
38800	-4533.821778947334	4.534578471444668	0.9204646743660653
38900	-4534.873842515978	4.370488366920303	0.9204646743660653
39000	-4542.393082878778	4.655294346362916	1.2491458305504333
39100	-4540.358250410196	4.595389729689597	0.9870727195530034
39200	-4544.377437020045	4.422529188136508	0.9587998623554016
39300	-4535.798604742791	4.559636281215168	0.9587998623554016
39400	-4533.056162611469	4.508746791648315	0.9587998623554016
39500	-4531.5347032862655	4.552556708526396	0.9587998623554016
39600	-4536.358944624595	4.248658583999199	1.0295318439838375
39700	-4534.763052308898	4.363904169562201	1.234373978808241
39800	-4542.062713464187	4.259329166196457	0.9403900203244261
39900	-4534.819359076443	4.5718329887717655	1.2803357624881584
40000	-4535.438305691388	4.585869828896381	0.9796415495604212
40100	-4525.2340839703475	4.1105830929286595	0.9415327345381795
40200	-4534.859514309084	4.003851986657471	0.9415327345381795
40300	-4535.647881335159	4.02353922595166	0.9415327345381795
40400	-4536.575864348053	3.8205704640829943	0.9379367189692981
40500	-4547.924198341486	3.793205491293098	0.9379367189692981
40600	-4547.888369461426	3.8448626598400693	0.9379367189692981
40700	-4546.789492803759	3.8680775946296007	0.9740839494847389
40800	-4545.244370412251	3.7098844431028835	1.249049398136408
40900	-4534.593130118658	3.6097920463062425	1.2232704662940728
41000	-4534.47860832814	3.5139598771187113	1.2232704662940728
41100	-4531.445253733506	3.7648941032194574	0.9401173348930473
41200	-4531.966442944402	3.7210476937810153	0.9401173348930473
41300	-4529.241433044723	4.151368120473702	0.9401173348930473
41400	-4532.505804658324	4.248604848899971	0.9401173348930473
41500	-4530.54451262138	4.206786642400288	0.9401173348930473
41600	-4531.902773711472	3.89724756293213	0.9623267083140593
41700	-4529.108190305772	4.019091929147362	0.9623267083140593
41800	-4529.774925498929	3.9534777328739836	0.9623267083140593
41900	-4526.62028256829	3.885031879024582	0.9623267083140593
42000	-4531.584014065624	3.962946434168684	0.9783020552200068
42100	-4529.654639449182	3.9074438271546637	1.2315610970804143
42200	-4534.580291304044	3.9386565422490225	1.2571230120144752
42300	-4527.87747648552	4.238672299070114	1.2571230120144752
42400	-4523.222764446289	4.223279329431961	1.2581646429362285
42500	-4533.759606487513	4.235314844728021	1.2581646429362285
42600	-4528.271762899971	4.266842305284885	1.2581646429362285
42700	-4527.430732451444	4.368563444002008	1.2488782643887553
42800	-4530.021939129896	4.240661050900876	0.9915431125617581
42900	-4527.463349478059	4.198541983537966	1.2381141602072867
43000	-4526.541295639232	4.232516379108496	1.2381141602072867
43100	-4542.166299719963	4.184572642132494	1.2381141602072867
43200	-4533.309837024288	4.269830302959325	1.2381141602072867
43300	-4530.199522361645	4.1696706255454385	0.9732876638147764
43400	-4529.767142256771	4.062426066481454	0.9732876638147764
43500	-4527.655998434044	3.720404326015787	0.9732876638147764
43600	-4524.8280150474875	3.9330698698858018	0.9732876638147764
43700	-4525.748574085879	4.147190874647517	0.9732876638147764
43800	-4525.840103599849	4.228420086319391	1.2418515381679494
43900	-4534.407014153344	3.9208226287102863	1.2184850377567715
44000	-4531.926937274205	3.9029227395561694	1.175139677043714
44100	-4531.363157189407	3.7867973286839822	1.013947135479571
44200	-4525.741329277662	3.7994819301380347	1.0111834494906884
44300	-4530.228619110669	3.6185531095493864	1.0111834494906884
44400	-4531.835236307531	3.652254559456728	1.0111834494906884
44500	-4536.406898226323	3.5474306305740484	1.0045922413302746
44600	-4537.682013874519	3.490528228525613	1.2152514098779463
44700	-4535.16558605495	3.6391302512608643	0.9555722671477812
44800	-4531.857647779623	3.6137804107468785	1.1707121559738392
44900	-4534.00166100803	3.6165034789795274	1.2346024810955112
45000	-4530.794039743183	3.648285179485259	1.0005729113729664
45100	-4529.761417836011	3.68139182533746	1.0005729113729664
45200	-4528.773819722879	3.488679768131555	1.0005729113729664
45300	-4529.099884149811	3.392685511917768	1.0483683590871313
45400	-4528.800079240292	3.5961788675040482	0.9472674016550514
45500	-4525.47416163651	3.6071367985399623	1.0022857604826514
45600	-4532.552910181785	3.618845415135388	1.0022857604826514
45700	-4538.637995702617	3.3776428679243273	1.1938706333893052
45800	-4528.275586402897	3.5430298977902503	1.0223251656107488
45900	-4526.851273773103	3.618247154933773	1.0223251656107488
46000	-4526.96479275668	3.4823642303469655	1.0223251656107488
46100	-4532.607992033968	3.4307393070570313	1.0363890494068466
46200	-4533.220618099404	3.390871079298137	1.0363890494068466
46300	-4532.282415075011	3.3838143216118315	0.9781923780791807
46400	-4537.715827646178	3.5030635450841903	0.9781923780791807
46500	-4529.01944740512	3.6571886392268325	0.9781923780791807
46600	-4525.0669736885375	3.534347449383142	0.9781923780791807
46700	-4526.061982772044	3.470064853578547	0.9901052114403867
46800	-4529.1340663872525	3.355580494940833	1.0009206056233837
46900	-4532.488484804997	3.455739381352226	1.0030547234850176
47000	-4539.326123826353	3.4265831699430147	0.9587004118520449
47100	-4531.479924938422	3.4743696021941415	0.9587004118520449
47200	-4532.543932184583	3.7670379130494105	1.2216033122096916
47300	-4538.467011724123	3.6613274358679546	1.0208937772772357
47400	-4535.052630020646	3.57484381990597	1.0208937772772357
47500	-4533.291139103414	3.706100436071678	1.0208937772772357
